equipment_id,bank_id,equipment_type,manufacturer,model,timestamp,health_score,status
EQ-36120-PIA-01,36120,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.1,OK
EQ-36139-PIA-01,36139,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.4,OK
EQ-36147-PIA-01,36147,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.9,OK
EQ-36148-PIA-01,36148,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.6,OK
EQ-36151-PIA-01,36151,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,82.6,Watch
EQ-36154-PIA-01,36154,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.9,OK
EQ-36156-PIA-01,36156,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.6,OK
EQ-36158-PIA-01,36158,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.9,OK
EQ-283242-PIA-01,283242,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.9,OK
EQ-283440-PIA-01,283440,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.4,OK
EQ-29093-PIA-01,29093,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.4,OK
EQ-36109-PIA-01,36109,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.1,OK
EQ-285235-PIA-01,285235,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.1,OK
EQ-29063-PIA-01,29063,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.6,OK
EQ-283004-PIA-01,283004,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,84.7,Watch
EQ-29122-PIA-01,29122,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.2,OK
EQ-284321-PIA-01,284321,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.4,OK
EQ-36113-PIA-01,36113,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.7,OK
EQ-280327-PIA-01,280327,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.1,OK
EQ-283325-PIA-01,283325,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.2,OK
EQ-283546-PIA-01,283546,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.0,OK
EQ-36159-PIA-01,36159,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.7,OK
EQ-280593-PIA-01,280593,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.5,OK
EQ-280599-PIA-01,280599,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.1,OK
EQ-280600-PIA-01,280600,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.0,OK
EQ-280607-PIA-01,280607,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.0,OK
EQ-280616-PIA-01,280616,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.2,OK
EQ-283338-PIA-01,283338,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.9,OK
EQ-283544-PIA-01,283544,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.8,OK
EQ-284195-PIA-01,284195,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.6,OK
EQ-284381-PIA-01,284381,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.8,OK
EQ-284518-PIA-01,284518,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.0,OK
EQ-29008-PIA-01,29008,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.1,OK
EQ-29022-PIA-01,29022,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.3,OK
EQ-36110-PIA-01,36110,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.9,OK
EQ-36135-PIA-01,36135,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,93.1,OK
EQ-280615-PIA-01,280615,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.2,OK
EQ-280644-PIA-01,280644,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.7,OK
EQ-280701-PIA-01,280701,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.1,OK
EQ-282688-PIA-01,282688,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.1,OK
EQ-283529-PIA-01,283529,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.7,OK
EQ-283530-PIA-01,283530,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.8,OK
EQ-283538-PIA-01,283538,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.1,OK
EQ-285270-PIA-01,285270,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.5,OK
EQ-285301-PIA-01,285301,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.2,OK
EQ-36111-PIA-01,36111,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.6,OK
EQ-36150-PIA-01,36150,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.8,OK
EQ-283335-PIA-01,283335,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.6,OK
EQ-36140-PIA-01,36140,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.3,OK
EQ-282605-PIA-01,282605,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.8,OK
EQ-283533-PIA-01,283533,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.1,OK
EQ-280597-PIA-01,280597,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,84.9,Watch
EQ-280631-PIA-01,280631,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.4,OK
EQ-285124-PIA-01,285124,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.3,OK
EQ-29036-PIA-01,29036,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.0,OK
EQ-29134-PIA-01,29134,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.4,OK
EQ-36134-PIA-01,36134,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.7,OK
EQ-280602-PIA-01,280602,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.8,OK
EQ-280604-PIA-01,280604,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.0,OK
EQ-283532-PIA-01,283532,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.4,OK
EQ-36125-PIA-01,36125,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.0,OK
EQ-283542-PIA-01,283542,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.9,OK
EQ-36145-PIA-01,36145,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.5,OK
EQ-280588-PIA-01,280588,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.9,OK
EQ-280595-PIA-01,280595,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,85.5,OK
EQ-280606-PIA-01,280606,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.6,OK
EQ-280610-PIA-01,280610,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,93.2,OK
EQ-280627-PIA-01,280627,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.3,OK
EQ-280643-PIA-01,280643,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.7,OK
EQ-280705-PIA-01,280705,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.4,OK
EQ-280764-PIA-01,280764,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.0,OK
EQ-282653-PIA-01,282653,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.5,OK
EQ-283164-PIA-01,283164,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,89.3,OK
EQ-283201-PIA-01,283201,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.4,OK
EQ-283429-PIA-01,283429,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.3,OK
EQ-283443-PIA-01,283443,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.3,OK
EQ-283534-PIA-01,283534,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.9,OK
EQ-283535-PIA-01,283535,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.2,OK
EQ-283549-PIA-01,283549,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.4,OK
EQ-283583-PIA-01,283583,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.9,OK
EQ-283588-PIA-01,283588,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,88.2,OK
EQ-283591-PIA-01,283591,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.2,OK
EQ-283599-PIA-01,283599,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.7,OK
EQ-284039-PIA-01,284039,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.9,OK
EQ-284200-PIA-01,284200,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.0,OK
EQ-284816-PIA-01,284816,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.0,OK
EQ-284869-PIA-01,284869,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.9,OK
EQ-284887-PIA-01,284887,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.4,OK
EQ-285142-PIA-01,285142,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.6,OK
EQ-285239-PIA-01,285239,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.1,OK
EQ-29003-PIA-01,29003,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,93.4,OK
EQ-29084-PIA-01,29084,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.2,OK
EQ-29143-PIA-01,29143,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.8,OK
EQ-36144-PIA-01,36144,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.2,OK
EQ-36152-PIA-01,36152,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,84.0,Watch
EQ-282993-PIA-01,282993,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.3,OK
EQ-283423-PIA-01,283423,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.7,OK
EQ-282655-PIA-01,282655,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.6,OK
EQ-283846-PIA-01,283846,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.5,OK
EQ-280609-PIA-01,280609,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.4,OK
EQ-283206-PIA-01,283206,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.0,OK
EQ-284543-PIA-01,284543,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.9,OK
EQ-284889-PIA-01,284889,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.7,OK
EQ-285008-PIA-01,285008,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,93.4,OK
EQ-29068-PIA-01,29068,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.5,OK
EQ-29072-PIA-01,29072,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.4,OK
EQ-284960-PIA-01,284960,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,94.0,OK
EQ-36133-PIA-01,36133,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,94.9,OK
EQ-280323-PIA-01,280323,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.7,OK
EQ-283330-PIA-01,283330,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.9,OK
EQ-283521-PIA-01,283521,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.9,OK
EQ-284197-PIA-01,284197,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.9,OK
EQ-284264-PIA-01,284264,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.1,OK
EQ-284348-PIA-01,284348,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.3,OK
EQ-280652-PIA-01,280652,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.8,OK
EQ-280688-PIA-01,280688,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.2,OK
EQ-280722-PIA-01,280722,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.6,OK
EQ-282995-PIA-01,282995,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.7,OK
EQ-283543-PIA-01,283543,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.7,OK
EQ-284189-PIA-01,284189,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,84.9,Watch
EQ-284268-PIA-01,284268,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.4,OK
EQ-284886-PIA-01,284886,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.1,OK
EQ-29113-PIA-01,29113,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.6,OK
EQ-36117-PIA-01,36117,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.5,OK
EQ-36136-PIA-01,36136,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.8,OK
EQ-283328-PIA-01,283328,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,94.3,OK
EQ-283747-PIA-01,283747,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.1,OK
EQ-284188-PIA-01,284188,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.3,OK
EQ-36130-PIA-01,36130,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.4,OK
EQ-284021-PIA-01,284021,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.2,OK
EQ-36124-PIA-01,36124,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.8,OK
EQ-280418-PIA-01,280418,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.3,OK
EQ-280598-PIA-01,280598,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.7,OK
EQ-280601-PIA-01,280601,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.9,OK
EQ-280605-PIA-01,280605,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.2,OK
EQ-280612-PIA-01,280612,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.3,OK
EQ-280632-PIA-01,280632,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.4,OK
EQ-280636-PIA-01,280636,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.7,OK
EQ-280641-PIA-01,280641,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.7,OK
EQ-280649-PIA-01,280649,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.1,OK
EQ-282587-PIA-01,282587,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.7,OK
EQ-282647-PIA-01,282647,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.5,OK
EQ-283136-PIA-01,283136,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.0,OK
EQ-283159-PIA-01,283159,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.4,OK
EQ-283327-PIA-01,283327,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.2,OK
EQ-283519-PIA-01,283519,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.4,OK
EQ-283524-PIA-01,283524,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,85.9,OK
EQ-283552-PIA-01,283552,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,88.6,OK
EQ-283554-PIA-01,283554,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.3,OK
EQ-284029-PIA-01,284029,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,86.5,OK
EQ-284190-PIA-01,284190,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.2,OK
EQ-284192-PIA-01,284192,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.5,OK
EQ-284341-PIA-01,284341,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.9,OK
EQ-284343-PIA-01,284343,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.3,OK
EQ-284347-PIA-01,284347,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.5,OK
EQ-284728-PIA-01,284728,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,91.7,OK
EQ-284885-PIA-01,284885,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.2,OK
EQ-29012-PIA-01,29012,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.6,OK
EQ-29015-PIA-01,29015,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.9,OK
EQ-29017-PIA-01,29017,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.2,OK
EQ-29082-PIA-01,29082,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.0,OK
EQ-29120-PIA-01,29120,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.0,OK
EQ-29135-PIA-01,29135,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.0,OK
EQ-29144-PIA-01,29144,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,92.5,OK
EQ-36142-PIA-01,36142,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,88.8,OK
EQ-36155-PIA-01,36155,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.1,OK
EQ-283643-PIA-01,283643,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.8,OK
EQ-283763-PIA-01,283763,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.2,OK
EQ-29018-PIA-01,29018,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.4,OK
EQ-29083-PIA-01,29083,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.0,OK
EQ-29089-PIA-01,29089,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,94.5,OK
EQ-29142-PIA-01,29142,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.1,OK
EQ-36114-PIA-01,36114,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.5,OK
EQ-36146-PIA-01,36146,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.7,OK
EQ-280592-PIA-01,280592,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,91.5,OK
EQ-280629-PIA-01,280629,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.0,OK
EQ-280642-PIA-01,280642,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,89.5,OK
EQ-282813-PIA-01,282813,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,87.5,OK
EQ-284311-PIA-01,284311,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.5,OK
EQ-36115-PIA-01,36115,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.3,OK
EQ-36153-PIA-01,36153,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,86.2,OK
EQ-280587-PIA-01,280587,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,93.1,OK
EQ-280611-PIA-01,280611,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,91.3,OK
EQ-29046-PIA-01,29046,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.0,OK
EQ-280324-PIA-01,280324,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.9,OK
EQ-280661-PIA-01,280661,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.9,OK
EQ-283555-PIA-01,283555,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.9,OK
EQ-284866-PIA-01,284866,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,84.9,Watch
EQ-280603-PIA-01,280603,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,91.2,OK
EQ-36132-PIA-01,36132,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,92.4,OK
EQ-280594-PIA-01,280594,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,92.4,OK
EQ-282996-PIA-01,282996,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,91.7,OK
EQ-283326-PIA-01,283326,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.3,OK
EQ-283522-PIA-01,283522,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.5,OK
EQ-283525-PIA-01,283525,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.6,OK
EQ-283547-PIA-01,283547,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.8,OK
EQ-283589-PIA-01,283589,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.8,OK
EQ-284531-PIA-01,284531,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,85.3,OK
EQ-284896-PIA-01,284896,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,88.0,OK
EQ-29090-PIA-01,29090,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.6,OK
EQ-29130-PIA-01,29130,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.6,OK
EQ-36118-PIA-01,36118,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,86.9,OK
EQ-36149-PIA-01,36149,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,92.9,OK
EQ-280788-PIA-01,280788,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,84.3,Watch
EQ-36157-PIA-01,36157,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.2,OK
EQ-280663-PIA-01,280663,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,90.1,OK
EQ-280675-PIA-01,280675,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,88.2,OK
EQ-25007-PIA-01,25007,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.2,OK
EQ-280656-PIA-01,280656,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,90.5,OK
EQ-283870-PIA-01,283870,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,93.1,OK
EQ-25006-PIA-01,25006,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,87.6,OK
EQ-280666-PIA-01,280666,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.9,OK
EQ-280624-PIA-01,280624,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,86.7,OK
EQ-280665-PIA-01,280665,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,86.3,OK
EQ-280676-PIA-01,280676,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,87.3,OK
EQ-16163-PIA-01,16163,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.6,OK
EQ-25001-PIA-01,25001,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,90.1,OK
EQ-25002-PIA-01,25002,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.5,OK
EQ-25008-PIA-01,25008,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,87.5,OK
EQ-1701-PIA-01,1701,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,90.5,OK
EQ-1703-PIA-01,1703,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.5,OK
EQ-1713-PIA-01,1713,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,87.8,OK
EQ-1722-PIA-01,1722,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,93.1,OK
EQ-1739-PIA-01,1739,Platelet incubator with agitator,Thermo Fisher,Forma 3911,2026-08-21T00:00:00,89.6,OK
EQ-1761-PIA-01,1761,Platelet incubator with agitator,Helmer,PC2200i,2026-08-21T00:00:00,89.2,OK
EQ-1764-PIA-01,1764,Platelet incubator with agitator,Remi,RPA-100,2026-08-21T00:00:00,89.7,OK
EQ-2708-PIA-01,2708,Platelet incubator with agitator,Labtop,LPI-12,2026-08-21T00:00:00,92.1,OK
EQ-2737-PIA-01,2737,Platelet incubator with agitator,Terumo BCT,Trima Storage Console,2026-08-21T00:00:00,90.2,OK
