date,source_bank,destination_bank,recommended_units,distance_km,travel_time_min,priority,reason
2026-09-07,282818,10001,7,33.42,74,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284553,30220,6,2.67,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,4040,4042,5,60.62,99,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,285008,29065,12,0.3,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284129,97132,10,2.67,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280723,282586,9,5.55,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283326,282996,5,6.45,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280273,283384,6,0.86,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,282692,284714,10,21.99,47,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,5011,10168,9,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284546,99202,6,3.62,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,36145,36120,6,0.99,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283187,10132,11,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,20001,20002,8,1.9,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283561,285122,5,7.47,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,19140,284299,9,2.21,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284950,284383,6,0.56,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280593,284518,11,5.19,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,11077,282600,5,17.83,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284564,282883,5,2.48,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,10173,10129,7,1.9,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280756,94116,5,0.81,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,18095,18096,9,5.43,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,282684,282678,7,1.62,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283822,15157,10,6.21,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,1540,23178,5,3.62,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,285095,767,5,3.97,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284975,283605,7,3.16,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284260,282757,6,34.7,62,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283827,655,6,0.92,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280429,283834,6,3.13,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284229,810,10,1.32,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283641,285092,11,2.91,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284941,282700,5,6.2,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283515,283968,5,2.24,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283226,1711,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,1819,833,8,91.71,131,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,24112,24131,5,94.49,133,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280924,284662,8,1.79,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,30091,280228,5,32.5,51,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283622,284455,5,3.2,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,284686,2801,5,2.36,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,30174,280581,6,9.95,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,283428,280294,6,8.14,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,282765,280413,6,3.97,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,18135,283840,10,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,280730,618,10,1.51,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,703,721,11,78.09,136,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,285005,280191,7,2.08,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,20185,20101,7,3.6,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-07,285178,91109,6,8.91,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,15015,284544,7,1.41,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,10173,10129,8,1.9,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,27152,27113,11,82.86,122,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284685,282820,9,1.43,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,13007,91103,6,7.16,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284241,284080,13,0.63,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,23016,23001,6,5.25,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284944,23161,5,5.62,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,640,655,5,5.03,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,5034,10168,5,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,20158,20126,8,3.66,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284934,284308,5,2.08,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284557,2884,5,2.58,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,30159,280566,7,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,99239,284108,6,1.36,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,19137,455,5,0.15,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,282763,11002,6,5.21,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284716,284800,7,2.92,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,16128,282802,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,18241,27127,6,79.85,139,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,797,99200,9,3.48,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,281745,281537,8,0.8,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283546,283548,6,1.56,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284091,283741,7,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280902,2901,6,5.02,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283670,283204,8,4.27,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,281696,284233,5,6.01,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,28119,281565,10,1.01,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,285217,7005,9,10.42,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284594,284249,6,1.14,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,99138,283384,7,1.75,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280730,618,6,1.51,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,99188,285055,6,1.44,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283473,4014,5,2.97,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283973,29139,5,16.43,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,1540,23159,5,2.49,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284493,30105,7,0.33,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,16114,282788,6,40.45,69,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,1543,567,6,35.59,68,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,11037,11066,5,62.62,96,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,31003,280695,6,9.2,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,99220,284389,6,1.59,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283563,284577,6,1.8,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284834,15129,5,5.64,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284360,18016,9,2.77,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284511,283830,6,2.38,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284969,283952,5,0.87,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283499,15144,13,10.1,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284390,24121,8,7.7,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280760,95111,10,3.0,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280239,28018,11,2.64,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,30178,283268,7,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,28075,28071,8,2.5,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,18232,18027,11,60.4,106,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280726,284696,9,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280719,280770,6,4.73,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,18135,283840,9,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280762,97105,5,1.84,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283273,16084,5,42.29,79,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,576,546,8,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283613,7029,7,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,285140,282810,7,2.08,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283620,283626,9,5.49,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,284797,280659,13,10.16,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,18095,18096,8,5.43,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280593,280600,7,4.9,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,15158,280381,9,57.76,118,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,10170,283183,6,2.34,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283829,24003,5,1.41,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,30189,30152,6,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,18161,18236,12,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,24140,284971,10,2.43,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,1764,1739,8,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,15137,15084,6,118.57,186,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,283517,28038,8,3.33,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,280567,283383,5,6.48,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-08,24132,283246,6,9.7,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,23017,23018,7,1.02,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,5011,10168,9,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283774,283394,6,1.18,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284765,18178,5,2.19,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,280126,283287,8,1.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283199,29103,6,4.25,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283265,12005,5,81.03,152,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,16114,282788,7,40.45,69,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,15023,15180,5,1.29,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,285324,284023,5,1.74,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,20152,20128,8,1.71,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,285066,97127,5,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,2733,99124,11,1.83,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,629,618,7,1.48,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,24135,819,8,3.06,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,852,24120,7,1.1,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284950,283658,5,0.7,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284423,28018,6,1.29,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284003,29114,10,11.88,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283441,15082,6,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,28092,28071,8,9.53,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,672,97104,5,0.55,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,27150,27126,6,2.99,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,7034,7032,12,10.19,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,30299,283383,5,16.32,43,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,18196,18031,13,1.72,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,10147,280561,7,1.69,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,98121,283633,5,28.25,67,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,27168,18139,9,39.64,66,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284462,283384,7,1.75,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,285095,767,5,3.97,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,660,651,9,3.0,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,4067,4051,6,1.24,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284797,280659,5,10.16,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284511,283667,8,2.29,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283171,29129,8,5.91,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,282995,280688,5,2.11,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284799,282747,7,4.89,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,36135,283136,7,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,15158,280381,5,57.76,118,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,27053,27003,8,27.45,56,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,18252,284254,13,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,20147,14032,6,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,99218,283741,11,0.92,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,10155,283354,6,2.65,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,10144,10120,7,1.43,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283320,281707,8,2.99,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,94138,94115,5,16.36,38,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,27088,94177,6,11.95,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,619,610,8,1.06,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,282619,284130,8,0.92,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,285008,283560,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284353,281573,9,2.53,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,281530,28109,5,2.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284491,30120,5,1.37,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,585,504,7,3.11,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283252,280815,10,0.91,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,284311,36115,10,4.25,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,280167,10001,5,4.78,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-09,283864,285055,5,2.41,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30245,283451,5,30.23,56,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285137,284380,6,1.56,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,282785,282807,6,20.19,41,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284676,284678,6,2.66,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,28078,98117,7,2.73,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,4067,4051,9,1.24,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283387,283612,5,2.65,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285189,28056,5,4.8,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,32052,32059,5,5.49,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284804,284342,6,1.99,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30073,283383,7,8.02,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283353,2828,9,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284675,281502,8,102.41,145,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30229,30172,7,1.37,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30294,33112,9,11.23,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,280428,96117,5,1.88,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284291,455,5,0.15,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284866,283591,5,1.86,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,564,563,12,4.76,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,10163,10120,6,5.33,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284334,280561,6,2.34,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,15083,15139,5,0.45,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285237,2736,6,2.58,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,280378,15134,6,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284205,284287,7,0.62,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284100,32069,9,6.25,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,280563,23129,8,0.7,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285056,283867,6,1.31,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285325,283223,5,4.02,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,1818,284135,7,2.07,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285142,29018,5,1.54,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,282655,29005,10,1.65,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284764,18253,7,1.77,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284969,99161,6,0.32,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284378,284286,8,4.41,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285307,285277,5,1.03,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284305,23120,5,79.36,142,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283499,15144,5,10.1,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284226,284242,8,0.38,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,20152,20146,7,0.77,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,27099,94113,9,0.17,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285134,28020,5,6.63,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,18196,18031,9,1.72,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,1824,283224,10,1.36,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,282624,2859,9,0.74,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284462,283384,12,1.75,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30209,280659,6,58.99,83,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,19141,414,6,0.31,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283320,281707,6,2.99,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,7015,282682,8,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284444,23116,5,1.69,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284497,99173,7,1.49,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283341,280727,5,3.67,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,280461,546,5,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284057,282709,8,7.4,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284946,18190,7,0.17,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30091,280228,6,32.5,51,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284119,280306,11,2.19,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,99236,284772,6,3.04,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,893,24131,6,94.22,146,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,280644,282688,12,1.93,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283473,4014,8,2.97,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,23017,34103,8,5.83,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,2835,283726,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285157,284484,9,23.81,51,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,808,803,8,0.45,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,18287,18086,8,0.96,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,18232,18027,9,60.4,106,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,30273,30277,5,10.79,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,282813,36115,6,2.75,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,7010,280724,6,1.18,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285330,280420,12,1.88,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284481,507,10,1.84,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285125,99107,7,4.39,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285301,283530,9,2.91,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,283322,283830,8,1.72,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,99120,284495,5,0.77,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284376,280187,5,1.02,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,28066,28002,8,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,624,647,10,4.39,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,282993,284191,6,2.34,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,285200,22152,6,4.78,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,284648,285170,8,3.42,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-10,280383,15149,5,27.92,66,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284399,280902,5,1.98,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283820,284180,7,0.9,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,285248,439,8,4.18,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,622,632,5,0.39,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,1826,24141,5,6.32,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283940,284414,8,2.14,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284274,282919,13,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,28142,2929,5,65.94,139,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,629,618,6,1.48,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283287,284961,6,0.8,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284676,284678,5,2.66,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30229,30005,7,1.3,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,585,504,7,3.11,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30297,284054,5,89.17,136,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,285312,27126,8,1.44,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,1812,821,12,0.57,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,16079,284611,10,11.55,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284003,29114,6,11.88,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,7025,22108,12,1.59,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,634,280306,9,0.91,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283252,280718,9,1.13,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,18196,18031,6,1.72,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,23002,23010,5,127.54,180,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30296,30015,7,65.64,116,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284117,18209,7,6.74,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,99120,283686,6,0.38,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,33113,280566,7,14.18,34,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30149,283472,7,1.58,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,99171,99165,5,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,285062,18089,9,2.75,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,20184,20153,5,1.26,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,28144,2836,9,39.61,61,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,27088,94177,7,11.95,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284160,284659,8,3.83,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284292,414,5,0.73,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283583,280764,9,2.17,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283973,29139,5,16.43,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284153,284363,6,0.66,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30286,283374,8,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283687,284712,5,1.42,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283503,283963,5,1.47,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,11031,283493,12,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30116,30154,6,1.64,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284423,28018,7,1.29,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284113,1717,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,28075,28071,7,2.5,22,High,Balance surplus against predicted 72-hour stockout risk
