source_bank,destination_bank,distance_km,travel_time_min,vehicle_id,capacity,refrigerated
283518,29074,2.16,13,VH-283518-2,24,True
283518,283325,2.68,17,VH-283518-3,48,True
283531,284199,0.31,16,VH-283531-1,36,True
283531,284502,0.62,18,VH-283531-2,48,True
283531,283440,0.7,18,VH-283531-3,60,True
283545,283201,1.32,11,VH-283545-1,36,True
283545,280595,1.38,14,VH-283545-2,36,True
283545,280660,1.82,20,VH-283545-3,36,True
283548,36113,0.24,18,VH-283548-1,48,True
283548,283588,0.34,9,VH-283548-2,36,True
283548,280588,1.23,12,VH-283548-3,36,True
283550,280647,0.0,12,VH-283550-1,60,True
283550,282880,0.0,15,VH-283550-2,36,True
283550,285282,0.0,16,VH-283550-3,48,True
283560,285008,0.0,13,VH-283560-1,60,True
283560,36158,0.0,10,VH-283560-2,24,True
283560,29065,0.3,9,VH-283560-3,60,True
283787,282993,1.23,14,VH-283787-1,24,True
283787,29135,1.94,14,VH-283787-2,60,True
283787,36104,2.29,12,VH-283787-3,48,True
283842,282605,0.38,13,VH-283842-1,36,True
283842,36157,0.66,18,VH-283842-2,60,True
283842,280705,0.82,19,VH-283842-3,24,True
284006,29151,0.0,11,VH-284006-1,24,True
284006,29002,0.38,12,VH-284006-2,36,True
284006,280627,0.38,12,VH-284006-3,24,True
284107,284341,1.08,16,VH-284107-1,60,True
284107,284021,1.35,12,VH-284107-2,24,True
284107,36154,3.06,17,VH-284107-3,60,True
284186,36152,0.18,9,VH-284186-1,60,True
284186,280634,0.39,17,VH-284186-2,36,True
284186,284838,0.56,18,VH-284186-3,36,True
284191,36104,1.62,18,VH-284191-1,60,True
284191,282993,2.34,18,VH-284191-2,24,True
284191,280617,2.51,18,VH-284191-3,60,True
284199,283531,0.31,9,VH-284199-1,60,True
284199,283534,0.81,19,VH-284199-2,24,True
284199,284502,0.86,11,VH-284199-3,36,True
284502,283440,0.26,9,VH-284502-1,24,True
284502,283531,0.62,9,VH-284502-2,24,True
284502,29093,0.86,12,VH-284502-3,36,True
284827,284887,0.75,15,VH-284827-1,24,True
284827,36105,0.78,16,VH-284827-2,48,True
284827,285239,0.8,17,VH-284827-3,24,True
284838,36152,0.5,14,VH-284838-1,36,True
284838,284186,0.56,19,VH-284838-2,48,True
284838,280634,0.82,14,VH-284838-3,60,True
285114,282653,0.37,14,VH-285114-1,48,True
285114,36105,0.65,9,VH-285114-2,36,True
285114,36144,0.72,11,VH-285114-3,60,True
285249,280788,0.88,14,VH-285249-1,48,True
285249,283242,1.13,16,VH-285249-2,24,True
285249,29125,1.21,15,VH-285249-3,48,True
285282,280647,0.0,11,VH-285282-1,60,True
285282,282880,0.0,10,VH-285282-2,24,True
285282,283550,0.0,10,VH-285282-3,60,True
285295,283534,0.7,11,VH-285295-1,24,True
285295,283531,1.01,19,VH-285295-2,36,True
285295,283440,1.12,18,VH-285295-3,36,True
285297,280614,2.13,19,VH-285297-1,48,True
285297,284960,2.28,14,VH-285297-2,24,True
285297,280620,2.4,13,VH-285297-3,36,True
29001,283846,0.0,15,VH-29001-1,48,True
29001,282792,0.14,9,VH-29001-2,36,True
29001,280601,0.14,8,VH-29001-3,48,True
29002,280627,0.0,16,VH-29002-1,36,True
29002,284006,0.38,15,VH-29002-2,48,True
29002,29151,0.38,18,VH-29002-3,60,True
29005,280618,0.96,12,VH-29005-1,48,True
29005,36140,1.51,13,VH-29005-2,60,True
29005,282655,1.65,11,VH-29005-3,24,True
29006,280621,0.0,13,VH-29006-1,48,True
29006,29149,0.77,12,VH-29006-2,24,True
29006,29151,0.95,19,VH-29006-3,60,True
29007,29008,0.0,18,VH-29007-1,24,True
29007,280323,1.02,19,VH-29007-2,48,True
29007,283544,1.04,12,VH-29007-3,24,True
29016,29105,0.0,10,VH-29016-1,60,True
29016,29124,0.0,11,VH-29016-2,48,True
29016,29087,0.0,16,VH-29016-3,36,True
29019,29105,0.0,12,VH-29019-1,36,True
29019,29124,0.0,18,VH-29019-2,24,True
29019,29087,0.0,9,VH-29019-3,36,True
29020,29105,0.0,10,VH-29020-1,60,True
29020,29124,0.0,18,VH-29020-2,60,True
29020,29087,0.0,14,VH-29020-3,36,True
29023,282655,1.05,10,VH-29023-1,36,True
29023,283535,1.18,11,VH-29023-2,60,True
29023,29005,1.87,16,VH-29023-3,48,True
29028,29105,0.0,9,VH-29028-1,24,True
29028,29124,0.0,17,VH-29028-2,60,True
29028,29087,0.0,13,VH-29028-3,36,True
29031,29105,0.0,16,VH-29031-1,36,True
29031,29124,0.0,13,VH-29031-2,36,True
29031,29087,0.0,14,VH-29031-3,60,True
29032,280647,0.0,11,VH-29032-1,36,True
29032,282880,0.0,17,VH-29032-2,36,True
29032,285282,0.0,17,VH-29032-3,48,True
29042,36107,0.4,15,VH-29042-1,24,True
29042,283335,1.15,17,VH-29042-2,24,True
29042,283242,1.4,15,VH-29042-3,24,True
29065,283560,0.3,10,VH-29065-1,48,True
29065,36158,0.3,11,VH-29065-2,48,True
29065,285008,0.3,13,VH-29065-3,60,True
29074,280327,1.14,14,VH-29074-1,48,True
29074,283325,1.3,20,VH-29074-2,60,True
29074,283518,2.16,17,VH-29074-3,24,True
29077,280632,1.13,12,VH-29077-1,36,True
29077,280606,3.66,24,VH-29077-2,24,True
29077,283583,5.59,21,VH-29077-3,48,True
29081,29105,0.0,8,VH-29081-1,36,True
29081,29124,0.0,13,VH-29081-2,36,True
29081,29087,0.0,8,VH-29081-3,60,True
29087,29105,0.0,16,VH-29087-1,36,True
29087,29124,0.0,13,VH-29087-2,24,True
29087,29081,0.0,15,VH-29087-3,60,True
29097,283534,1.1,20,VH-29097-1,36,True
29097,29106,1.45,14,VH-29097-2,24,True
29097,36140,1.51,16,VH-29097-3,36,True
29099,285297,4.5,20,VH-29099-1,48,True
29099,283787,4.91,15,VH-29099-2,48,True
29099,29135,5.33,20,VH-29099-3,24,True
29105,29081,0.0,11,VH-29105-1,48,True
29105,29124,0.0,15,VH-29105-2,60,True
29105,29087,0.0,11,VH-29105-3,60,True
29106,36142,0.97,12,VH-29106-1,60,True
29106,283519,1.14,16,VH-29106-2,48,True
29106,29097,1.45,13,VH-29106-3,24,True
29116,284196,0.0,14,VH-29116-1,60,True
29116,285235,0.96,13,VH-29116-2,24,True
29116,36139,1.3,15,VH-29116-3,24,True
29124,29081,0.0,11,VH-29124-1,60,True
29124,29105,0.0,13,VH-29124-2,60,True
29124,29087,0.0,13,VH-29124-3,48,True
29125,280788,0.54,18,VH-29125-1,60,True
29125,283164,0.69,15,VH-29125-2,36,True
29125,283242,0.89,11,VH-29125-3,48,True
29131,280417,0.68,10,VH-29131-1,36,True
29131,29018,0.88,14,VH-29131-2,60,True
29131,280660,1.39,19,VH-29131-3,24,True
29149,283335,0.4,13,VH-29149-1,36,True
29149,280621,0.77,13,VH-29149-2,60,True
29149,29006,0.77,19,VH-29149-3,36,True
29150,280647,0.0,10,VH-29150-1,36,True
29150,282880,0.0,16,VH-29150-2,36,True
29150,285282,0.0,15,VH-29150-3,48,True
29151,284006,0.0,13,VH-29151-1,60,True
29151,29002,0.38,10,VH-29151-2,24,True
29151,280627,0.38,10,VH-29151-3,48,True
36103,36159,0.68,11,VH-36103-1,60,True
36103,29063,0.97,16,VH-36103-2,48,True
36103,36133,1.07,10,VH-36103-3,60,True
36104,29135,1.0,17,VH-36104-1,36,True
36104,280620,1.26,12,VH-36104-2,60,True
36104,284960,1.33,17,VH-36104-3,24,True
36105,36144,0.34,15,VH-36105-1,36,True
36105,282653,0.54,15,VH-36105-2,60,True
36105,285114,0.65,16,VH-36105-3,36,True
36106,36124,0.9,13,VH-36106-1,48,True
36106,284200,1.08,15,VH-36106-2,36,True
36106,280618,1.66,15,VH-36106-3,60,True
36107,29042,0.4,17,VH-36107-1,60,True
36107,283242,1.2,18,VH-36107-2,48,True
36107,283335,1.37,11,VH-36107-3,60,True
36108,280328,0.0,8,VH-36108-1,60,True
36108,284139,0.0,10,VH-36108-2,36,True
36108,29063,0.61,14,VH-36108-3,48,True
36120,284816,0.61,11,VH-36120-1,36,True
36120,36145,0.99,11,VH-36120-2,60,True
36120,283519,1.75,13,VH-36120-3,48,True
36139,29116,1.3,12,VH-36139-1,48,True
36139,284196,1.3,15,VH-36139-2,36,True
36139,285235,1.92,16,VH-36139-3,24,True
36147,29105,0.0,14,VH-36147-1,24,True
36147,29124,0.0,18,VH-36147-2,24,True
36147,29081,0.0,8,VH-36147-3,48,True
36148,36151,0.81,17,VH-36148-1,36,True
36148,280785,1.23,11,VH-36148-2,60,True
36148,283548,1.26,20,VH-36148-3,24,True
36151,280785,0.53,10,VH-36151-1,24,True
36151,36148,0.81,19,VH-36151-2,60,True
36151,283533,1.05,16,VH-36151-3,36,True
36154,284021,1.72,14,VH-36154-1,48,True
36154,36120,2.49,17,VH-36154-2,36,True
36154,284816,2.81,16,VH-36154-3,36,True
36156,284321,0.86,18,VH-36156-1,24,True
36156,283242,0.93,18,VH-36156-2,60,True
36156,29001,1.09,17,VH-36156-3,60,True
36158,283560,0.0,9,VH-36158-1,36,True
36158,285008,0.0,15,VH-36158-2,24,True
36158,29065,0.3,15,VH-36158-3,36,True
283242,29125,0.89,15,VH-283242-1,48,True
283242,36156,0.93,19,VH-283242-2,48,True
283242,285249,1.13,11,VH-283242-3,60,True
283440,284502,0.26,13,VH-283440-1,48,True
283440,283531,0.7,11,VH-283440-2,48,True
283440,284199,0.99,15,VH-283440-3,60,True
29093,36144,0.66,10,VH-29093-1,24,True
29093,283164,0.74,10,VH-29093-2,36,True
29093,284502,0.86,13,VH-29093-3,24,True
36109,29003,0.95,19,VH-36109-1,48,True
36109,285235,1.03,13,VH-36109-2,48,True
36109,283549,1.14,16,VH-36109-3,60,True
285235,29003,0.95,19,VH-285235-1,48,True
285235,29116,0.96,11,VH-285235-2,24,True
285235,284196,0.96,10,VH-285235-3,36,True
29063,36159,0.43,14,VH-29063-1,36,True
29063,29002,0.53,16,VH-29063-2,24,True
29063,280627,0.53,17,VH-29063-3,48,True
283004,29122,4.38,23,VH-283004-1,48,True
283004,283539,35.49,71,VH-283004-2,24,True
283004,285179,35.97,66,VH-283004-3,48,True
29122,283004,4.38,15,VH-29122-1,24,True
29122,283539,31.41,59,VH-29122-2,24,True
29122,285179,31.63,54,VH-29122-3,36,True
284321,29001,0.7,10,VH-284321-1,48,True
284321,283846,0.7,10,VH-284321-2,48,True
284321,280601,0.85,14,VH-284321-3,48,True
36113,283548,0.24,9,VH-36113-1,48,True
36113,283588,0.26,14,VH-36113-2,24,True
36113,280634,1.02,19,VH-36113-3,36,True
280327,29074,1.14,14,VH-280327-1,60,True
280327,283325,1.24,14,VH-280327-2,48,True
280327,283518,1.44,12,VH-280327-3,60,True
283325,280327,1.24,13,VH-283325-1,24,True
283325,29074,1.3,12,VH-283325-2,48,True
283325,283546,2.16,15,VH-283325-3,60,True
283546,280588,1.37,10,VH-283546-1,60,True
283546,283588,1.53,12,VH-283546-2,48,True
283546,283548,1.56,13,VH-283546-3,36,True
36159,29063,0.43,15,VH-36159-1,36,True
36159,29002,0.67,12,VH-36159-2,36,True
36159,280627,0.67,18,VH-36159-3,36,True
280593,280616,2.3,12,VH-280593-1,24,True
280593,280600,4.9,19,VH-280593-2,24,True
280593,284518,5.19,19,VH-280593-3,60,True
280599,284381,0.43,17,VH-280599-1,36,True
280599,283330,1.7,17,VH-280599-2,24,True
280599,280616,3.51,14,VH-280599-3,24,True
280600,284264,1.55,16,VH-280600-1,48,True
280600,280323,2.14,16,VH-280600-2,60,True
280600,29022,2.56,21,VH-280600-3,24,True
280607,36110,1.05,18,VH-280607-1,24,True
280607,280661,1.12,11,VH-280607-2,60,True
280607,36135,1.12,19,VH-280607-3,60,True
280616,280593,2.3,18,VH-280616-1,24,True
280616,280599,3.51,18,VH-280616-2,36,True
280616,284518,3.69,14,VH-280616-3,60,True
283338,283555,2.9,13,VH-283338-1,60,True
283338,280324,4.11,19,VH-283338-2,36,True
283338,280661,4.77,20,VH-283338-3,36,True
283544,29007,1.04,13,VH-283544-1,24,True
283544,29008,1.04,11,VH-283544-2,60,True
283544,280323,1.3,15,VH-283544-3,48,True
284195,283159,0.0,11,VH-284195-1,60,True
284195,284197,0.0,13,VH-284195-2,36,True
284195,283136,0.68,13,VH-284195-3,60,True
284381,280599,0.43,10,VH-284381-1,36,True
284381,283330,1.28,16,VH-284381-2,24,True
284381,284518,3.62,22,VH-284381-3,24,True
284518,280323,1.71,13,VH-284518-1,48,True
284518,283544,1.9,15,VH-284518-2,36,True
284518,29007,2.47,19,VH-284518-3,24,True
29008,29007,0.0,13,VH-29008-1,48,True
29008,280323,1.02,18,VH-29008-2,24,True
29008,283544,1.04,17,VH-29008-3,48,True
29022,283591,0.0,16,VH-29022-1,60,True
29022,284264,1.03,19,VH-29022-2,24,True
29022,284866,1.86,21,VH-29022-3,24,True
36110,280607,1.05,16,VH-36110-1,48,True
36110,284348,2.02,15,VH-36110-2,60,True
36110,280661,2.14,16,VH-36110-3,24,True
36135,280661,0.0,16,VH-36135-1,60,True
36135,283136,0.0,15,VH-36135-2,24,True
36135,36125,0.0,10,VH-36135-3,60,True
280615,285270,2.11,15,VH-280615-1,60,True
280615,283530,2.24,19,VH-280615-2,60,True
280615,283538,3.74,20,VH-280615-3,60,True
280644,283529,1.66,13,VH-280644-1,48,True
280644,282688,1.93,19,VH-280644-2,48,True
280644,285301,4.94,18,VH-280644-3,36,True
280701,29105,0.0,9,VH-280701-1,48,True
280701,29124,0.0,11,VH-280701-2,36,True
280701,29081,0.0,9,VH-280701-3,60,True
282688,280644,1.93,12,VH-282688-1,48,True
282688,283529,2.52,21,VH-282688-2,60,True
282688,285301,6.79,21,VH-282688-3,60,True
283529,280644,1.66,18,VH-283529-1,60,True
283529,282688,2.52,22,VH-283529-2,36,True
283529,285301,4.67,24,VH-283529-3,36,True
283530,36150,1.63,18,VH-283530-1,60,True
283530,280615,2.24,13,VH-283530-2,48,True
283530,285301,2.91,16,VH-283530-3,36,True
283538,285270,1.86,11,VH-283538-1,60,True
283538,285301,2.92,17,VH-283538-2,24,True
283538,280615,3.74,22,VH-283538-3,24,True
285270,283538,1.86,15,VH-285270-1,48,True
285270,280615,2.11,21,VH-285270-2,60,True
285270,283530,3.27,14,VH-285270-3,36,True
285301,283530,2.91,14,VH-285301-1,24,True
285301,283538,2.92,21,VH-285301-2,36,True
285301,36150,3.44,17,VH-285301-3,60,True
36111,29117,38.42,59,VH-36111-1,24,True
36111,282688,50.51,77,VH-36111-2,48,True
36111,283529,50.57,88,VH-36111-3,24,True
36150,283530,1.63,19,VH-36150-1,48,True
36150,285301,3.44,21,VH-36150-2,36,True
36150,280615,3.76,16,VH-36150-3,24,True
283335,29149,0.4,18,VH-283335-1,36,True
283335,284039,1.12,15,VH-283335-2,36,True
283335,29006,1.15,14,VH-283335-3,60,True
36140,282653,1.37,13,VH-36140-1,36,True
36140,284199,1.45,15,VH-36140-2,36,True
36140,285114,1.49,16,VH-36140-3,60,True
282605,283842,0.38,18,VH-282605-1,36,True
282605,280705,0.45,10,VH-282605-2,60,True
282605,36157,0.84,15,VH-282605-3,24,True
283533,280785,0.52,13,VH-283533-1,60,True
283533,285142,0.64,12,VH-283533-2,48,True
283533,36151,1.05,18,VH-283533-3,36,True
280597,36134,4.56,20,VH-280597-1,60,True
280597,285124,5.98,23,VH-280597-2,48,True
280597,280631,6.19,24,VH-280597-3,48,True
280631,285124,1.64,12,VH-280631-1,24,True
280631,36134,2.58,14,VH-280631-2,24,True
280631,29134,6.12,26,VH-280631-3,48,True
285124,36134,1.54,10,VH-285124-1,48,True
285124,280631,1.64,19,VH-285124-2,60,True
285124,29134,4.57,17,VH-285124-3,48,True
29036,29134,2.98,18,VH-29036-1,60,True
29036,36134,4.81,20,VH-29036-2,36,True
29036,285124,5.39,22,VH-29036-3,48,True
29134,29036,2.98,18,VH-29134-1,60,True
29134,285124,4.57,18,VH-29134-2,48,True
29134,36134,4.92,16,VH-29134-3,36,True
36134,285124,1.54,17,VH-36134-1,24,True
36134,280631,2.58,22,VH-36134-2,60,True
36134,280597,4.56,20,VH-36134-3,60,True
280602,284869,0.0,11,VH-280602-1,48,True
280602,283643,0.25,9,VH-280602-2,48,True
280602,284885,0.25,13,VH-280602-3,48,True
280604,283532,8.74,23,VH-280604-1,36,True
280604,280606,70.89,127,VH-280604-2,60,True
280604,36136,72.82,105,VH-280604-3,24,True
283532,280604,8.74,24,VH-283532-1,24,True
283532,280606,75.37,119,VH-283532-2,24,True
283532,280632,77.41,137,VH-283532-3,48,True
36125,280661,0.0,15,VH-36125-1,36,True
36125,283136,0.0,18,VH-36125-2,60,True
36125,36135,0.0,16,VH-36125-3,24,True
283542,36114,1.42,19,VH-283542-1,60,True
283542,36155,2.32,19,VH-283542-2,24,True
283542,284728,2.33,15,VH-283542-3,48,True
36145,36120,0.99,11,VH-36145-1,36,True
36145,284816,1.14,17,VH-36145-2,36,True
36145,280705,1.19,11,VH-36145-3,60,True
280588,282792,0.89,16,VH-280588-1,24,True
280588,280601,0.89,16,VH-280588-2,48,True
280588,283588,0.92,12,VH-280588-3,48,True
280595,283201,0.8,13,VH-280595-1,60,True
280595,283545,1.38,14,VH-280595-2,60,True
280595,280660,3.17,17,VH-280595-3,60,True
280606,29077,3.66,17,VH-280606-1,36,True
280606,280632,4.61,23,VH-280606-2,36,True
280606,284885,8.83,28,VH-280606-3,24,True
280610,29105,0.0,17,VH-280610-1,24,True
280610,29124,0.0,14,VH-280610-2,60,True
280610,29081,0.0,13,VH-280610-3,24,True
280627,29002,0.0,16,VH-280627-1,48,True
280627,284006,0.38,13,VH-280627-2,24,True
280627,29151,0.38,17,VH-280627-3,60,True
280643,29089,2.01,19,VH-280643-1,60,True
280643,280764,2.33,22,VH-280643-2,60,True
280643,283429,2.75,15,VH-280643-3,36,True
280705,282605,0.45,14,VH-280705-1,60,True
280705,283842,0.82,19,VH-280705-2,48,True
280705,36145,1.19,15,VH-280705-3,36,True
280764,29089,0.79,10,VH-280764-1,24,True
280764,283583,2.17,16,VH-280764-2,48,True
280764,280643,2.33,13,VH-280764-3,48,True
282653,285114,0.37,16,VH-282653-1,24,True
282653,36144,0.43,15,VH-282653-2,36,True
282653,36105,0.54,19,VH-282653-3,48,True
283164,29125,0.69,16,VH-283164-1,60,True
283164,29093,0.74,16,VH-283164-2,24,True
283164,280788,1.17,19,VH-283164-3,24,True
283201,280595,0.8,18,VH-283201-1,60,True
283201,283545,1.32,15,VH-283201-2,60,True
283201,29131,2.72,21,VH-283201-3,24,True
283429,29131,1.77,12,VH-283429-1,48,True
283429,29018,2.24,11,VH-283429-2,60,True
283429,280417,2.44,21,VH-283429-3,48,True
283443,285235,1.88,19,VH-283443-1,36,True
283443,36109,2.02,18,VH-283443-2,48,True
283443,29116,2.57,13,VH-283443-3,60,True
283534,285295,0.7,17,VH-283534-1,36,True
283534,283531,0.78,13,VH-283534-2,48,True
283534,284199,0.81,19,VH-283534-3,36,True
283535,282655,0.76,19,VH-283535-1,60,True
283535,29023,1.18,16,VH-283535-2,36,True
283535,285142,1.83,20,VH-283535-3,48,True
283549,29065,1.11,14,VH-283549-1,48,True
283549,29003,1.12,13,VH-283549-2,24,True
283549,36109,1.14,15,VH-283549-3,60,True
283583,29089,2.15,18,VH-283583-1,24,True
283583,280764,2.17,20,VH-283583-2,48,True
283583,283429,3.5,22,VH-283583-3,48,True
283588,36113,0.26,16,VH-283588-1,60,True
283588,283548,0.34,12,VH-283588-2,60,True
283588,280588,0.92,14,VH-283588-3,48,True
283591,29022,0.0,9,VH-283591-1,60,True
283591,284264,1.03,13,VH-283591-2,24,True
283591,284866,1.86,20,VH-283591-3,24,True
283599,280647,0.42,10,VH-283599-1,36,True
283599,282880,0.42,18,VH-283599-2,36,True
283599,285282,0.42,16,VH-283599-3,48,True
284039,280617,0.66,15,VH-284039-1,24,True
284039,284006,0.73,16,VH-284039-2,36,True
284039,29151,0.73,13,VH-284039-3,48,True
284200,36106,1.08,18,VH-284200-1,36,True
284200,29023,1.91,20,VH-284200-2,24,True
284200,36124,1.97,20,VH-284200-3,24,True
284816,36120,0.61,15,VH-284816-1,48,True
284816,36145,1.14,10,VH-284816-2,24,True
284816,283519,1.2,15,VH-284816-3,36,True
284869,280602,0.0,15,VH-284869-1,24,True
284869,283643,0.25,11,VH-284869-2,36,True
284869,284885,0.25,15,VH-284869-3,36,True
284887,280634,0.43,13,VH-284887-1,24,True
284887,284186,0.62,15,VH-284887-2,60,True
284887,282792,0.73,16,VH-284887-3,24,True
285142,283533,0.64,17,VH-285142-1,60,True
285142,280785,1.14,15,VH-285142-2,48,True
285142,29018,1.54,20,VH-285142-3,48,True
285239,280647,0.07,12,VH-285239-1,60,True
285239,282880,0.07,15,VH-285239-2,24,True
285239,285282,0.07,12,VH-285239-3,60,True
29003,285235,0.95,12,VH-29003-1,24,True
29003,36109,0.95,19,VH-29003-2,36,True
29003,283549,1.12,19,VH-29003-3,36,True
29084,29105,0.0,11,VH-29084-1,60,True
29084,29124,0.0,15,VH-29084-2,36,True
29084,29081,0.0,12,VH-29084-3,60,True
29143,29105,0.0,13,VH-29143-1,60,True
29143,29124,0.0,8,VH-29143-2,24,True
29143,29081,0.0,13,VH-29143-3,24,True
36144,36105,0.34,11,VH-36144-1,60,True
36144,282653,0.43,14,VH-36144-2,48,True
36144,29093,0.66,12,VH-36144-3,24,True
36152,284186,0.18,15,VH-36152-1,36,True
36152,284838,0.5,18,VH-36152-2,60,True
36152,283599,0.53,16,VH-36152-3,48,True
282993,283787,1.23,16,VH-282993-1,36,True
282993,284191,2.34,12,VH-282993-2,24,True
282993,36104,2.54,12,VH-282993-3,60,True
283423,283443,3.28,21,VH-283423-1,36,True
283423,36139,3.8,16,VH-283423-2,36,True
283423,285235,4.62,23,VH-283423-3,24,True
282655,283535,0.76,15,VH-282655-1,60,True
282655,29023,1.05,16,VH-282655-2,36,True
282655,29005,1.65,10,VH-282655-3,36,True
283846,29001,0.0,12,VH-283846-1,24,True
283846,282792,0.14,10,VH-283846-2,48,True
283846,280601,0.14,15,VH-283846-3,36,True
280609,284889,2.12,16,VH-280609-1,24,True
280609,283206,5.9,20,VH-280609-2,60,True
280609,29036,5452.13,9463,VH-280609-3,24,True
283206,284889,3.85,15,VH-283206-1,48,True
283206,280609,5.9,18,VH-283206-2,60,True
283206,29036,5451.39,9326,VH-283206-3,48,True
284543,283522,0.0,10,VH-284543-1,36,True
284543,280617,0.77,17,VH-284543-2,48,True
284543,280614,0.86,11,VH-284543-3,24,True
284889,280609,2.12,15,VH-284889-1,36,True
284889,283206,3.85,21,VH-284889-2,24,True
284889,29036,5452.27,7251,VH-284889-3,48,True
285008,283560,0.0,14,VH-285008-1,60,True
285008,36158,0.0,17,VH-285008-2,36,True
285008,29065,0.3,9,VH-285008-3,24,True
29068,29105,0.0,16,VH-29068-1,24,True
29068,29124,0.0,11,VH-29068-2,60,True
29068,29081,0.0,17,VH-29068-3,60,True
29072,29105,0.0,17,VH-29072-1,36,True
29072,29124,0.0,9,VH-29072-2,36,True
29072,29081,0.0,13,VH-29072-3,24,True
284960,280620,0.14,18,VH-284960-1,24,True
284960,280614,0.57,11,VH-284960-2,60,True
284960,29135,0.88,16,VH-284960-3,60,True
36133,36103,1.07,14,VH-36133-1,24,True
36133,29003,1.26,12,VH-36133-2,48,True
36133,36159,1.36,18,VH-36133-3,48,True
280323,29007,1.02,19,VH-280323-1,60,True
280323,29008,1.02,15,VH-280323-2,48,True
280323,283544,1.3,18,VH-280323-3,48,True
283330,284381,1.28,19,VH-283330-1,36,True
283330,280599,1.7,12,VH-283330-2,48,True
283330,284518,3.14,19,VH-283330-3,36,True
283521,284348,1.9,20,VH-283521-1,48,True
283521,280324,2.28,14,VH-283521-2,24,True
283521,280607,2.36,12,VH-283521-3,36,True
284197,283159,0.0,8,VH-284197-1,60,True
284197,284195,0.0,13,VH-284197-2,60,True
284197,283136,0.68,10,VH-284197-3,60,True
284264,29022,1.03,13,VH-284264-1,36,True
284264,283591,1.03,18,VH-284264-2,24,True
284264,280600,1.55,16,VH-284264-3,48,True
284348,283521,1.9,16,VH-284348-1,24,True
284348,36110,2.02,12,VH-284348-2,24,True
284348,280607,2.67,13,VH-284348-3,24,True
280652,280688,1.24,20,VH-280652-1,60,True
280652,36117,2.3,17,VH-280652-2,60,True
280652,284189,2.4,20,VH-280652-3,48,True
280688,280652,1.24,12,VH-280688-1,36,True
280688,282995,2.11,12,VH-280688-2,24,True
280688,36117,2.3,16,VH-280688-3,48,True
280722,284886,1.11,11,VH-280722-1,36,True
280722,36117,1.23,19,VH-280722-2,60,True
280722,282995,2.07,15,VH-280722-3,48,True
282995,36117,0.85,10,VH-282995-1,60,True
282995,280722,2.07,20,VH-282995-2,24,True
282995,280688,2.11,17,VH-282995-3,36,True
283543,280688,4.75,21,VH-283543-1,24,True
283543,280652,5.3,24,VH-283543-2,60,True
283543,284268,5.64,19,VH-283543-3,60,True
284189,280722,2.22,15,VH-284189-1,60,True
284189,280652,2.4,21,VH-284189-2,24,True
284189,284886,2.66,17,VH-284189-3,60,True
284268,283543,5.64,24,VH-284268-1,60,True
284268,280688,10.37,30,VH-284268-2,24,True
284268,280652,10.79,24,VH-284268-3,24,True
284886,280722,1.11,13,VH-284886-1,60,True
284886,36117,2.24,19,VH-284886-2,36,True
284886,284189,2.66,21,VH-284886-3,60,True
29113,280629,0.15,9,VH-29113-1,48,True
29113,284311,1.15,12,VH-29113-2,24,True
29113,36115,3.94,23,VH-29113-3,48,True
36117,282995,0.85,10,VH-36117-1,24,True
36117,280722,1.23,12,VH-36117-2,48,True
36117,284886,2.24,18,VH-36117-3,60,True
36136,284268,27.22,43,VH-36136-1,48,True
36136,284189,27.96,62,VH-36136-2,48,True
36136,283543,28.32,56,VH-36136-3,24,True
283328,36130,9.39,28,VH-283328-1,60,True
283328,283747,10.06,26,VH-283328-2,36,True
283328,284188,19.72,34,VH-283328-3,24,True
283747,36130,2.98,19,VH-283747-1,36,True
283747,283328,10.06,26,VH-283747-2,48,True
283747,284188,12.73,37,VH-283747-3,60,True
284188,36130,11.09,33,VH-284188-1,36,True
284188,283747,12.73,32,VH-284188-2,24,True
284188,283328,19.72,47,VH-284188-3,36,True
36130,283747,2.98,16,VH-36130-1,60,True
36130,283328,9.39,23,VH-36130-2,36,True
36130,284188,11.09,32,VH-36130-3,48,True
284021,284107,1.35,19,VH-284021-1,48,True
284021,36154,1.72,20,VH-284021-2,24,True
284021,284341,1.97,19,VH-284021-3,60,True
36124,36106,0.9,18,VH-36124-1,48,True
36124,280618,1.06,14,VH-36124-2,24,True
36124,29005,1.92,15,VH-36124-3,36,True
280418,283524,0.71,9,VH-280418-1,48,True
280418,284029,2.73,14,VH-280418-2,24,True
280418,29083,2.74,17,VH-280418-3,24,True
280598,282647,1.82,17,VH-280598-1,24,True
280598,284347,2.41,17,VH-280598-2,48,True
280598,284728,2.61,14,VH-280598-3,36,True
280601,282792,0.0,17,VH-280601-1,36,True
280601,29001,0.14,10,VH-280601-2,60,True
280601,283846,0.14,9,VH-280601-3,24,True
280605,29082,2.42,17,VH-280605-1,36,True
280605,280589,2.42,18,VH-280605-2,60,True
280605,36139,7.76,27,VH-280605-3,36,True
280612,29105,0.0,16,VH-280612-1,36,True
280612,29124,0.0,13,VH-280612-2,60,True
280612,29081,0.0,13,VH-280612-3,48,True
280632,29077,1.13,13,VH-280632-1,60,True
280632,280606,4.61,16,VH-280632-2,48,True
280632,283583,5.27,24,VH-280632-3,60,True
280636,283327,0.85,18,VH-280636-1,48,True
280636,284347,1.49,12,VH-280636-2,36,True
280636,282647,1.72,19,VH-280636-3,36,True
